id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int
9514811,23000,23000, 60 months,13.53%,529.59,n/a,MORTGAGE,53000,Current,debt_consolidation,GA,29.28,0,05/12/1995 12:00,NA,15,25852,29,22457.09,1057.88,542.91,514.97
9524713,4800,4800, 36 months,9.67%,154.14,7 years,MORTGAGE,34000,Current,debt_consolidation,MI,13.45,1,06/06/1992 12:00,18,10,5212,36,4568.65,307.62,231.35,76.27
9524991,3250,3250, 36 months,16.99%,115.86,3 years,RENT,26000,Current,debt_consolidation,AR,26.96,0,07/05/1991 12:00,51,19,3848,22,3109.47,231.48,140.53,90.95
9534725,4500,4500, 36 months,17.57%,161.72,10+ years,MORTGAGE,55000,Current,debt_consolidation,MD,25.55,0,06/07/1987 12:00,NA,12,18385,26,4307.42,322.62,192.58,130.04
9534923,15000,15000,,,NA,,,NA,,,WA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9544710,16000,16000, 36 months,7.62%,498.59,8 years,MORTGAGE,194000,Current,credit_card,CA,2.96,0,05/11/1988 12:00,NA,16,25428,37,15205.66,994.47,794.34,200.13
9544938,4000,4000,,,NA,,,NA,,,NC,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9554680,7800,7800, 36 months,7.90%,244.07,6 years,RENT,31000,Current,credit_card,PA,17.54,0,05/09/2008 12:00,48,18,6306,20,7413.29,488.14,386.71,101.43
9564577,25000,25000, 60 months,14.98%,594.49,10+ years,MORTGAGE,72000,Current,debt_consolidation,UT,16.07,0,05/12/2003 12:00,NA,12,17452,27,24431.97,1188.34,568.03,620.31
9564841,15000,15000,,,NA,,,NA,,,TX,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9574603,6325,6325, 36 months,16.99%,225.48,2 years,RENT,35000,Current,other,NY,11.97,0,06/09/2000 12:00,NA,7,5637,14,6051.32,450.8,273.68,177.12
9574896,15000,15000, 60 months,16.24%,366.69,10+ years,MORTGAGE,60000,Current,debt_consolidation,CO,20.32,0,06/05/1999 12:00,73,13,6312,26,14670.76,732.6,329.24,403.36
9584717,9000,9000, 36 months,9.67%,289.02,4 years,RENT,95680,Current,credit_card,CO,3.06,0,06/07/2000 12:00,NA,5,5038,7,8565.27,578.04,434.73,143.31
9584981,18000,18000, 36 months,11.99%,597.78,10+ years,MORTGAGE,40000,Current,debt_consolidation,NY,24.6,0,06/05/2002 12:00,NA,7,11047,17,17160.15,1195.3,839.85,355.45
9594725,8000,8000, 36 months,13.53%,271.6,4 years,MORTGAGE,62000,Current,debt_consolidation,MO,28.55,0,06/03/1996 12:00,NA,10,5026,39,7636.9,540.6,363.1,177.5
9594886,6400,6400, 36 months,8.90%,203.23,1 year,RENT,75000,Current,credit_card,AZ,23.55,0,06/12/2002 12:00,26,17,4157,35,6087.32,406.46,312.68,93.78
9604631,28000,28000, 36 months,12.85%,941.41,2 years,MORTGAGE,84000,Current,debt_consolidation,CT,21.58,0,04/09/1998 12:00,NA,31,10265,50,27358.57,941.19,641.43,299.76
9604813,15000,15000,,,NA,,,NA,,,MA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9605002,15000,15000, 60 months,18.25%,382.95,5 years,OWN,81000,Current,credit_card,MA,11.16,2,06/03/2000 12:00,4,5,212032,21,14688.17,765.48,311.83,453.65
9614804,10000,10000, 60 months,19.97%,264.78,7 years,MORTGAGE,52000,Current,vacation,NY,26.86,0,06/08/2003 12:00,NA,14,26977,22,9801.7,529.4,198.3,331.1
9624612,35000,35000, 36 months,17.57%,1257.8,10+ years,MORTGAGE,120000,Current,debt_consolidation,TX,16.35,0,19/11/1985 12:00,39,18,57223,53,33498.96,2514.66,1501.04,1013.62
9624817,10000,10000, 36 months,9.67%,321.13,10+ years,OWN,55000,Current,debt_consolidation,TX,12.37,0,16/03/1995 12:00,61,8,8281,20,9516.98,642.24,483.02,159.22
9634607,8400,8400, 36 months,8.90%,266.73,10+ years,RENT,57000,Current,debt_consolidation,CA,13.49,0,05/09/1999 12:00,NA,18,2652,26,7989.62,533.46,410.38,123.08
9634788,25000,25000, 60 months,19.97%,661.93,10+ years,OWN,59388,Current,debt_consolidation,SC,30.35,1,16/09/1997 12:00,17,19,19402,44,24504.31,1323.38,495.69,827.69
9644583,6000,6000, 36 months,14.47%,206.44,10+ years,MORTGAGE,90000,Current,debt_consolidation,OH,4.65,1,06/08/1976 12:00,12,6,2307,35,5730.23,412.84,269.77,143.07
9644895,2000,2000, 36 months,20.50%,74.84,5 years,MORTGAGE,43000,Current,debt_consolidation,AZ,17.5,0,07/07/2006 12:00,37,7,2301,8,1918.18,149.28,81.82,67.46
9645119,7000,7000, 36 months,14.47%,240.85,10+ years,MORTGAGE,55000,Current,debt_consolidation,FL,22.15,0,08/04/2002 12:00,NA,10,7620,16,6685.23,481.7,314.77,166.93
9645369,5500,5500, 36 months,9.67%,176.62,6 years,RENT,69000,Current,credit_card,VA,18.75,0,11/09/2003 12:00,28,12,4426,15,5234.34,353.24,265.66,87.58
9645550,8800,8800, 36 months,10.99%,288.06,3 years,RENT,70000,Current,debt_consolidation,CA,18.19,0,09/06/2000 12:00,NA,32,13991,43,8383.17,576.12,416.83,159.29
9645750,18000,18000, 36 months,7.90%,563.23,9 years,MORTGAGE,103000,Current,debt_consolidation,NY,2.79,0,09/09/2003 12:00,49,3,7720,11,17107.61,1126.46,892.39,234.07
9646101,18000,18000, 36 months,15.61%,629.37,10+ years,MORTGAGE,96000,Current,debt_consolidation,MO,28.46,0,11/03/2000 12:00,NA,19,24500,46,17204.42,1258.74,795.58,463.16
9646315,8950,8950, 36 months,7.62%,278.9,10+ years,RENT,102000,Current,debt_consolidation,NY,6.16,0,10/12/1993 12:00,NA,7,5534,17,8504.45,557.8,445.55,112.25
9646551,15000,15000, 60 months,12.85%,340.15,1 year,MORTGAGE,65000,Current,debt_consolidation,WY,16.53,0,10/02/2006 12:00,NA,8,9485,16,14640.97,676.64,359.03,317.61
9654596,10000,10000, 36 months,10.99%,327.34,5 years,RENT,62000,Current,credit_card,UT,21.02,2,06/08/2001 12:00,17,15,13461,24,9526.33,654.68,473.67,181.01
9654823,2000,2000, 36 months,17.57%,71.88,< 1 year,RENT,42000,Current,moving,VA,15.4,0,07/07/2005 12:00,NA,12,7259,17,1914.41,143.38,85.59,57.79
9655049,15000,15000, 36 months,11.99%,498.15,7 years,RENT,55000,Current,debt_consolidation,AZ,16.71,0,08/05/1994 12:00,38,6,12025,11,14300.05,996.18,699.95,296.23
9655206,20000,20000, 36 months,6.62%,614.08,2 years,RENT,45000,Current,debt_consolidation,TX,29.57,0,08/06/1999 12:00,NA,10,9761,18,18989.73,1228.16,1010.27,217.89
9655428,18000,18000, 60 months,25.57%,534.36,< 1 year,MORTGAGE,135000,Current,other,KY,10.07,0,09/09/1993 12:00,NA,9,19099,13,17695.52,1067.48,304.48,763
9655753,12000,12000,,,NA,,,NA,,,CA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9656029,12000,12000, 36 months,7.62%,373.94,10+ years,MORTGAGE,92500,Current,debt_consolidation,CA,2.39,0,11/09/1996 12:00,NA,13,9587,26,11402.63,747.88,597.37,150.51
9656313,21000,21000, 60 months,14.98%,499.37,10+ years,OWN,99720,Current,credit_card,TX,24.92,2,10/02/1996 12:00,4,13,22782,52,20522.76,998.4,477.24,521.16
9656595,12000,12000, 36 months,16.24%,423.31,3 years,MORTGAGE,133000,Current,credit_card,OK,10.12,2,10/12/1993 12:00,23,9,18476,23,11474.7,846.54,525.3,321.24
9664845,9600,9600, 36 months,14.47%,330.31,5 years,RENT,65000,Current,debt_consolidation,NC,17.01,11,07/05/1998 12:00,22,15,21550,29,9168.34,660.58,431.66,228.92
9665150,17500,17500, 60 months,19.97%,463.36,10+ years,MORTGAGE,40000,Current,debt_consolidation,NV,25.14,0,08/11/1994 12:00,NA,14,24576,18,17152.93,926.56,347.07,579.49
9665385,35000,35000, 60 months,19.22%,912.17,4 years,MORTGAGE,150000,Current,debt_consolidation,CA,11.77,0,16/10/1989 12:00,NA,7,21655,18,34291.79,1822.8,708.21,1114.59
9665641,12000,12000, 36 months,9.67%,385.35,< 1 year,MORTGAGE,60000,Current,credit_card,WA,19.48,0,09/10/1995 12:00,77,11,12361,18,11420.37,770.7,579.63,191.07
9666073,7000,7000, 36 months,9.67%,224.79,6 years,RENT,44000,Current,other,NV,18.35,0,10/10/1998 12:00,33,11,1711,21,6662.57,448.66,337.43,111.23
9666398,14075,14075, 60 months,17.57%,354.13,2 years,MORTGAGE,94500,Current,debt_consolidation,MI,8.41,1,10/04/1988 12:00,13,8,5330,28,13777.73,705.9,297.27,408.63
9666638,18000,18000, 36 months,7.90%,563.23,2 years,MORTGAGE,42000,Current,debt_consolidation,UT,10.83,0,10/01/1989 12:00,NA,15,12149,40,17108.82,1124.94,891.18,233.76
9674826,14400,14400,,,NA,,,NA,,,MA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9675150,10000,10000, 36 months,15.61%,349.65,6 years,MORTGAGE,72000,Current,debt_consolidation,MT,10.92,0,08/09/2002 12:00,NA,5,3582,7,9558.88,697.92,441.12,256.8
9675416,12000,12000, 36 months,8.90%,381.04,6 years,RENT,85000,Current,credit_card,WI,14.61,0,09/07/1976 12:00,NA,11,8541,22,11415.51,759.8,584.49,175.31
9675797,15000,15000,,,NA,,,NA,,,CT,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9676180,10000,10000,,,NA,,,NA,,,CA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9676496,20000,20000, 36 months,8.90%,635.07,1 year,OWN,175000,Current,credit_card,TX,13.89,1,10/03/2002 12:00,23,4,8511,10,19022.92,1270.14,977.08,293.06
9684569,5375,5375, 36 months,20.50%,201.13,3 years,OWN,55000,Current,debt_consolidation,IL,9.03,0,08/11/2004 12:00,NA,9,3974,10,5154.74,401.86,220.26,181.6
9684780,18825,18825, 36 months,16.24%,664.07,8 years,RENT,42508,Current,debt_consolidation,CA,34.03,0,07/11/2002 12:00,NA,17,20961,30,18000.91,1328.04,824.09,503.95
9685068,10200,10200, 36 months,14.47%,350.95,10+ years,OWN,51000,Current,major_purchase,CT,5.69,0,08/06/2002 12:00,NA,4,4312,10,8729.32,1701.85,1470.68,231.17
9685373,10000,10000, 36 months,11.99%,332.1,6 years,MORTGAGE,1.00E+05,Current,debt_consolidation,TX,10.46,0,09/04/2009 12:00,NA,6,10853,7,9533.31,664.2,466.69,197.51
9685605,35000,35000, 36 months,13.98%,1195.88,2 years,MORTGAGE,125000,Current,debt_consolidation,CO,18.41,0,20/06/1998 12:00,NA,16,62437,36,33415.36,2390.55,1584.64,805.91
9685834,5150,5150, 36 months,19.97%,191.32,10+ years,MORTGAGE,98600,Current,other,MD,18.16,0,09/12/1987 12:00,35,16,18206,26,4937.23,382.24,212.77,169.47
9686287,21000,21000, 36 months,7.90%,657.1,10+ years,MORTGAGE,135000,Current,credit_card,MI,9.59,0,10/08/2000 12:00,NA,6,27884,21,19960.44,1312.24,1039.56,272.68
9686593,15825,15825, 36 months,8.90%,502.5,10+ years,MORTGAGE,40000,Current,credit_card,IN,11.43,0,10/04/1999 12:00,NA,4,15844,13,15052.76,1003.86,772.24,231.62
9694840,35000,35000, 36 months,17.57%,1257.8,10+ years,MORTGAGE,262000,Current,credit_card,CA,14.62,0,07/06/2000 12:00,46,16,38950,39,33498.71,2515.08,1501.29,1013.79
9695043,11700,11700, 36 months,11.99%,388.56,n/a,MORTGAGE,39288,Current,debt_consolidation,MD,19.73,0,08/06/1988 12:00,NA,14,18434,33,11154.04,777.02,545.96,231.06
9695343,10375,10375, 36 months,14.98%,359.56,10+ years,OWN,30000,Current,credit_card,FL,32.32,0,09/04/1994 12:00,NA,14,16053,18,9912.13,718.97,462.87,256.1
9695554,8000,8000, 36 months,22.40%,307.19,10+ years,MORTGAGE,64488,Current,medical,AZ,4.12,1,09/09/2001 12:00,7,4,9802,11,7681.78,613.54,318.22,295.32
9695776,24000,24000, 60 months,19.22%,625.49,5 years,MORTGAGE,185000,Current,debt_consolidation,VA,17.29,0,10/03/1995 12:00,55,26,66759,49,23514.04,1250.78,485.96,764.82
9696146,9000,9000,,,NA,,,NA,,,TX,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9696353,29175,29175, 60 months,16.99%,724.92,1 year,RENT,80000,Current,debt_consolidation,MD,27.66,0,10/05/2000 12:00,NA,8,22468,20,28546.96,1449.66,628.04,821.62
9696658,16000,16000, 60 months,19.97%,423.64,2 years,MORTGAGE,97000,Current,debt_consolidation,TX,11.06,0,10/12/1999 12:00,57,12,9574,21,15682.87,846.65,317.13,529.52
9704781,24000,24000, 36 months,13.53%,814.8,10+ years,RENT,120000,Current,home_improvement,IL,21,4,07/06/1988 12:00,14,10,19140,36,22905.46,1629.6,1094.54,535.06
9705074,11100,11100, 36 months,14.98%,384.68,n/a,MORTGAGE,28500,Current,debt_consolidation,AZ,20.46,0,09/01/2000 12:00,68,12,19842,27,10854.52,383.69,245.48,138.21
9705329,22250,22250, 36 months,11.99%,738.92,10+ years,RENT,50000,Current,debt_consolidation,NJ,29.57,1,09/03/1968 12:00,10,13,23638,20,21211.74,1477.68,1038.26,439.42
9705518,11000,11000,,,NA,,,NA,,,FL,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9705919,5000,5000, 36 months,7.90%,156.46,n/a,RENT,16668,Current,credit_card,CA,13.73,0,09/05/2001 12:00,NA,4,6414,14,4752.51,312.4,247.49,64.91
9706113,4375,4375, 36 months,19.97%,162.53,10+ years,RENT,58000,Current,other,CA,5.03,0,09/12/2002 12:00,67,5,3398,11,4194.48,324.3,180.52,143.78
9706369,15000,15000, 36 months,10.99%,491.01,7 years,MORTGAGE,2.00E+05,Current,debt_consolidation,TX,11.53,0,10/05/2001 12:00,38,15,19179,42,14289.49,982.02,710.51,271.51
9706538,10000,10000, 36 months,19.22%,367.68,10+ years,MORTGAGE,117000,Current,medical,NC,20.97,0,10/03/2002 12:00,42,11,21763,29,9582.09,734.58,417.91,316.67
9714729,12000,12000, 36 months,12.85%,403.47,4 years,MORTGAGE,60000,Current,credit_card,OH,8.78,0,08/09/2008 12:00,NA,8,10325,12,11447.36,806.58,552.64,253.94
9714965,15000,15000, 36 months,17.57%,539.06,3 years,RENT,38000,Current,debt_consolidation,GA,10.34,0,07/02/2000 12:00,48,2,377,9,14356.72,1077.68,643.28,434.4
9715244,19300,19300, 60 months,14.98%,458.95,9 years,RENT,49000,Current,debt_consolidation,NY,13.8,0,08/08/2000 12:00,NA,13,21488,35,18861.49,917.36,438.51,478.85
9715467,30000,30000, 60 months,16.99%,745.42,< 1 year,RENT,350000,Current,small_business,CA,9.16,0,09/07/1996 12:00,45,6,10010,20,29354.22,1490.6,645.78,844.82
9715873,12000,12000, 36 months,7.90%,375.49,10+ years,RENT,40000,Current,debt_consolidation,OH,22.13,0,09/07/2000 12:00,NA,9,11612,39,9021.48,3118.98,2978.52,140.46
9716252,35000,35000, 60 months,16.24%,855.61,10+ years,MORTGAGE,340000,Current,credit_card,LA,32.46,0,10/07/2000 12:00,NA,19,18162,36,34231.04,1711,768.96,942.04
9716567,5000,5000,,,NA,,,NA,,,CA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9724627,20000,20000, 36 months,7.90%,625.81,10+ years,MORTGAGE,98000,Current,home_improvement,VA,26.82,0,06/10/1986 12:00,NA,21,72953,34,19009.92,1249.78,990.08,259.7
9724739,7800,7800, 36 months,14.47%,268.37,3 years,RENT,109900,Current,debt_consolidation,CA,11.13,0,07/02/1992 12:00,32,4,11441,17,7449.27,536.74,350.73,186.01
9724921,18725,18725, 36 months,12.85%,629.57,6 years,RENT,42000,Current,debt_consolidation,CA,18.23,0,07/11/1997 12:00,80,7,0,24,17862.29,1259.14,862.71,396.43
9725233,9750,9750,,,NA,,,NA,,,OR,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9725537,17500,17500, 36 months,14.47%,602.12,10+ years,OWN,65000,Current,home_improvement,AL,11.65,0,09/12/1977 12:00,36,7,333,28,16713.19,1204.08,786.81,417.27
9725853,3000,3000, 36 months,13.53%,101.85,3 years,RENT,15000,Current,other,MN,22.02,0,09/07/1999 12:00,28,16,6614,36,2863.18,203.7,136.82,66.88
9726224,20000,20000, 36 months,8.90%,635.07,2 years,OWN,130000,Current,home_improvement,PA,9.28,0,10/12/2000 12:00,NA,14,8620,28,19024.64,1267.9,975.36,292.54
9726559,8425,8425,,,NA,,,NA,,,GA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9734723,30000,30000, 60 months,18.25%,765.89,10+ years,MORTGAGE,85000,Current,credit_card,NJ,14.12,0,07/08/2000 12:00,NA,13,25206,25,29378.93,1524.62,621.07,903.55
9734921,11300,11300, 60 months,19.22%,294.5,10+ years,MORTGAGE,40000,Current,home_improvement,NV,10.98,0,07/03/1998 12:00,50,7,5099,28,11071.2,588.9,228.8,360.1
9735184,9000,9000, 36 months,8.90%,285.78,9 years,MORTGAGE,42000,Current,debt_consolidation,PA,22.31,0,08/01/2006 12:00,NA,11,9213,22,8561.61,569.88,438.39,131.49
9735532,5000,5000, 36 months,15.61%,174.83,10+ years,MORTGAGE,80000,Current,home_improvement,MD,12.77,0,09/12/1998 12:00,63,6,13228,31,4779.2,349.34,220.8,128.54
9735719,7000,7000,,,NA,,,NA,,,IL,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9736034,6600,6600, 36 months,11.99%,219.19,4 years,MORTGAGE,135000,Current,debt_consolidation,GA,10.87,1,09/11/2000 12:00,17,15,13863,38,6292.04,438.3,307.96,130.34
9736341,7500,7500, 36 months,12.85%,252.17,< 1 year,RENT,40000,Current,debt_consolidation,TN,22.44,0,10/02/2001 12:00,49,11,3528,29,7154.6,504.12,345.4,158.72
9736623,5000,5000, 36 months,14.98%,173.28,< 1 year,MORTGAGE,55000,Current,major_purchase,TX,17.3,3,10/03/1997 12:00,13,14,11164,32,4777.07,346.28,222.93,123.35
9744690,14575,14575, 36 months,22.40%,559.65,1 year,RENT,85000,Current,debt_consolidation,NY,2.31,0,07/07/2009 12:00,NA,7,6562,8,13994.95,1118.36,580.05,538.31
9744872,11875,11875, 60 months,19.97%,314.42,< 1 year,MORTGAGE,34376,Current,debt_consolidation,FL,13.96,0,07/10/1996 12:00,NA,8,4404,17,11639.91,627.64,235.09,392.55
9745077,14825,14825, 60 months,19.22%,386.37,2 years,MORTGAGE,45000,Current,credit_card,AL,33.6,0,08/08/2003 12:00,43,14,24204,39,14524.82,772.62,300.18,472.44
9745310,18000,18000, 36 months,9.67%,578.03,10+ years,RENT,75000,Current,debt_consolidation,CA,14.5,1,08/05/1998 12:00,4,19,21228,36,17130.55,1156.06,869.45,286.61
9745558,16000,16000, 36 months,9.67%,513.8,7 years,RENT,85000,Current,credit_card,NJ,10.65,0,09/06/2002 12:00,36,16,21474,48,15228.01,1026.48,771.99,254.49
9745769,25000,25000, 60 months,14.98%,594.49,10+ years,MORTGAGE,106000,Current,debt_consolidation,MI,21.78,0,10/07/1995 12:00,NA,14,16217,28,24431.93,1188.42,568.07,620.35
9746164,8725,8725, 36 months,19.22%,320.8,n/a,MORTGAGE,51396,Current,debt_consolidation,MI,11.86,1,10/09/2001 12:00,13,6,4834,14,8361,639.82,364,275.82
9746379,5000,5000, 36 months,11.99%,166.05,10+ years,OWN,68000,Current,debt_consolidation,TX,29.8,0,10/02/1993 12:00,79,10,21852,19,4766.7,332.04,233.3,98.74
9746586,14000,14000, 36 months,13.53%,475.3,6 years,RENT,65000,Current,debt_consolidation,PA,23.89,0,10/12/2002 12:00,73,9,14182,20,13364.91,945.56,635.09,310.47
9754692,22500,22500, 60 months,16.99%,559.07,8 years,RENT,1.00E+05,Current,debt_consolidation,FL,7.93,0,13/04/1999 12:00,70,9,24081,23,22016.1,1116.94,483.9,633.04
9754834,18000,18000, 60 months,23.70%,514.7,10+ years,RENT,53000,Current,debt_consolidation,OR,18.93,1,07/12/2000 12:00,19,10,5492,30,17679.49,1026.08,320.51,705.57
9754972,12000,12000, 60 months,14.98%,285.36,10+ years,RENT,55000,Current,credit_card,TX,16.47,0,17/01/2004 12:00,NA,10,32664,22,11727.31,570.46,272.69,297.77
9755153,20000,20000, 36 months,8.90%,635.07,3 years,MORTGAGE,108000,Current,debt_consolidation,MT,24.13,0,08/05/1994 12:00,38,10,9350,51,19024.82,1267.66,975.18,292.48
9755399,10000,10000, 36 months,16.99%,356.48,8 years,MORTGAGE,40000,Current,moving,LA,29.49,0,09/12/2000 12:00,NA,13,3545,39,9567.39,712.58,432.61,279.97
9755672,10000,10000, 36 months,11.99%,332.1,10+ years,RENT,62000,Current,debt_consolidation,TX,23.46,0,09/02/2001 12:00,NA,15,19798,32,9533.41,664.06,466.59,197.47
9755996,2000,2000,,,NA,,,NA,,,LA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9756261,6500,6500, 36 months,17.57%,233.6,7 years,MORTGAGE,37000,Current,debt_consolidation,NC,19.46,0,10/09/1993 12:00,NA,9,7598,15,6221.11,467.2,278.89,188.31
9756537,19200,19200, 60 months,22.40%,534.66,6 years,MORTGAGE,92600,Current,debt_consolidation,PA,19.88,0,10/09/1992 12:00,NA,21,23557,31,18844.4,1068.68,355.6,713.08
9764700,7550,7550, 36 months,16.24%,266.34,10+ years,RENT,45000,Current,other,CA,29.84,0,16/10/1994 12:00,50,8,4085,24,7219.77,532.16,330.23,201.93
9764888,10000,10000, 36 months,9.67%,321.13,10+ years,MORTGAGE,75000,Current,credit_card,MN,11.42,0,11/11/1999 12:00,51,13,71004,26,9517.93,640.98,482.07,158.91
9765101,35000,35000, 36 months,19.97%,1300.2,2 years,MORTGAGE,130000,Current,home_improvement,NJ,5.1,2,11/05/1992 12:00,6,6,1842,29,33553.31,2599.08,1446.69,1152.39
9765338,25000,25000, 60 months,13.53%,575.64,10+ years,MORTGAGE,320000,Current,credit_card,AL,10.83,1,12/01/1976 12:00,16,14,8557,51,24409.16,1151.28,590.84,560.44
9765643,7250,7250, 36 months,9.67%,232.82,3 years,RENT,57669,Current,credit_card,IN,10.99,0,12/08/2007 12:00,NA,7,7594,18,6899.8,465.64,350.2,115.44
9765851,22750,22750, 36 months,14.98%,788.42,6 years,MORTGAGE,54500,Current,debt_consolidation,MD,18.56,2,12/05/1996 12:00,10,23,26924,34,22246.79,786.52,503.21,283.31
9766055,35000,35000, 60 months,19.97%,926.71,10+ years,MORTGAGE,1.00E+05,Current,debt_consolidation,SC,22.91,0,13/02/1998 12:00,52,18,16871,44,34306.82,1850.62,693.18,1157.44
9766284,12000,12000, 36 months,13.53%,407.4,2 years,RENT,91600,Current,debt_consolidation,FL,13.91,0,13/12/1998 12:00,39,13,7326,27,11452.8,814.7,547.2,267.5
9766496,35000,35000, 60 months,13.53%,805.89,10+ years,MORTGAGE,90000,Current,credit_card,NY,19.97,0,14/11/1987 12:00,NA,11,9925,34,34175.96,1605.68,824.04,781.64
9766723,32000,32000, 36 months,13.98%,1093.38,10+ years,MORTGAGE,192000,Current,debt_consolidation,LA,12.62,1,14/12/1991 12:00,9,15,19011,38,30550.45,2186.76,1449.55,737.21
9766992,11500,11500, 36 months,22.40%,441.58,10+ years,MORTGAGE,38000,Current,debt_consolidation,PA,16.3,0,15/08/1996 12:00,NA,12,7201,29,11043.28,880.58,456.72,423.86
9767225,5000,5000, 36 months,10.99%,163.67,4 years,RENT,73000,Current,debt_consolidation,CA,23.86,0,16/11/2002 12:00,44,6,3463,16,4763.22,327.26,236.78,90.48
9767441,4000,4000, 36 months,9.67%,128.45,10+ years,MORTGAGE,110000,Current,home_improvement,PA,17.58,0,16/10/1974 12:00,59,14,15335,39,3806.82,256.86,193.18,63.68
9767703,2500,2500,,,NA,,,NA,,,TX,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9768025,10000,10000, 60 months,15.61%,241.12,4 years,RENT,25000,Current,debt_consolidation,NV,6.77,0,17/01/2010 12:00,NA,7,4942,12,9777.05,481.02,222.95,258.07
9768261,15000,15000, 36 months,18.25%,544.17,3 years,MORTGAGE,39000,Current,credit_card,MI,9.69,0,18/12/2006 12:00,NA,6,7927,9,14363.6,1087.5,636.4,451.1
9774601,8325,8325,,,NA,,,NA,,,CA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
9774810,20000,20000, 60 months,19.22%,521.24,10+ years,MORTGAGE,50000,Current,debt_consolidation,MO,28.42,0,11/07/2001 12:00,63,6,12506,29,19595.57,1040.92,404.43,636.49
9775049,35000,35000, 60 months,21.48%,956.35,10+ years,MORTGAGE,105000,Current,debt_consolidation,MD,8.46,0,17/01/2003 12:00,NA,10,18195,33,34334.69,1911.86,665.31,1246.55
9775446,16275,16275, 36 months,10.99%,532.75,10+ years,MORTGAGE,70000,Current,credit_card,WA,17.56,0,12/08/1990 12:00,60,6,16086,13,15504.09,1065.5,770.91,294.59
9775732,12800,12800, 36 months,14.47%,440.41,10+ years,MORTGAGE,62000,Current,credit_card,FL,20.54,1,12/10/2001 12:00,22,10,16704,21,12224.42,880.82,575.58,305.24
9776046,15000,15000, 36 months,9.67%,481.69,5 years,RENT,56000,Current,credit_card,MD,10.42,0,13/10/2003 12:00,NA,11,13231,25,14275.96,962.72,724.04,238.68
9776331,13200,13200, 60 months,22.90%,371.36,10+ years,MORTGAGE,59000,Current,debt_consolidation,FL,31.81,0,13/05/2003 12:00,NA,17,22956,37,12958.8,742.72,241.2,501.52
9776632,6000,6000, 36 months,16.24%,211.66,10+ years,MORTGAGE,65000,Current,debt_consolidation,NY,24.21,0,16/05/1979 12:00,NA,16,8502,47,5737.61,422.84,262.39,160.45
9776901,35000,35000, 36 months,12.85%,1176.77,2 years,MORTGAGE,152000,Current,debt_consolidation,VA,15.79,2,15/08/1988 12:00,14,19,27918,40,33387.46,2353.54,1612.54,741
9777140,10000,10000, 60 months,22.90%,281.34,10+ years,MORTGAGE,90000,Current,debt_consolidation,NY,11.22,2,16/11/1993 12:00,15,5,7975,12,9909.63,280.93,90.37,190.56
9777417,13250,13250, 60 months,23.70%,378.88,10+ years,MORTGAGE,57000,Current,home_improvement,TX,12.76,0,16/09/1994 12:00,NA,7,4635,22,13013.59,756.82,236.41,520.41
9777577,20000,20000, 60 months,14.47%,470.26,9 years,MORTGAGE,50000,Current,debt_consolidation,TX,27.44,0,16/11/1986 12:00,60,8,17659,21,19539.6,939.4,460.4,479
9777931,4500,4500, 36 months,17.57%,161.72,n/a,RENT,15500,Current,debt_consolidation,CA,21.92,0,17/12/2004 12:00,NA,4,9210,7,4307.08,323.2,192.92,130.28
9778205,12000,12000, 36 months,7.90%,375.49,6 years,OWN,75000,Current,debt_consolidation,CA,23.09,0,18/06/2003 12:00,78,7,3585,15,11405.07,750.98,594.93,156.05
9778447,35000,35000, 60 months,17.57%,880.61,10+ years,MORTGAGE,105000,Current,debt_consolidation,PA,16.91,1,18/12/1991 12:00,17,18,37778,35,34258.62,1760.48,741.38,1019.1
9784733,20050,20050, 36 months,22.90%,775.09,3 years,MORTGAGE,75000,Current,debt_consolidation,IN,25.02,0,11/10/1996 12:00,NA,15,30492,42,19257.57,1550.18,792.43,757.75
9784916,25000,25000, 60 months,14.98%,594.49,3 years,RENT,65000,Current,debt_consolidation,PA,20.62,0,11/03/1999 12:00,NA,11,24590,27,24433.74,1184.64,566.26,618.38
