id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,loan_performance
7047728,11300,11300, 36 months,19.52,417.19,< 1 year,MORTGAGE,58000.0,Current,home_improvement,PA,18.52,0.0,1999-11-27 08:54:00,40.0,10.0,10523.0,32.0,10098.83,2085.4,1201.17,884.23,Good
7047880,4500,4500, 36 months,19.2,165.41,10+ years,RENT,58000.0,Current,credit_card,NC,16.2,0.0,2003-05-11 11:19:00,,8.0,1297.0,14.0,4117.71,660.92,382.29,278.63,Good
7048055,10000,10000, 36 months,12.35,333.82,10+ years,RENT,40793.0,Current,debt_consolidation,PA,14.03,0.0,2005-02-17 07:25:00,,5.0,4072.0,14.0,8823.59,1666.1,1176.41,489.69,Good
7048231,11100,11100, 60 months,21.6,304.06,3 years,RENT,32000.0,Default,credit_card,OK,21.9,0.0,1999-04-21 07:28:00,,11.0,15610.0,18.0,10995.86,303.7,104.14,199.56,Bad
7048355,21000,21000, 36 months,11.55,693.0,7 years,MORTGAGE,129051.0,Current,debt_consolidation,TX,12.05,0.0,2001-03-26 06:31:00,36.0,7.0,70807.0,27.0,18501.17,3460.5,2498.83,961.67,Good
7048600,10000,10000, 36 months,9.71,321.32,2 years,RENT,48000.0,Current,debt_consolidation,GA,22.34,0.0,2003-04-30 12:17:00,25.0,18.0,10256.0,40.0,8778.37,1606.6,1221.63,384.97,Good
7048784,6000,6000, 36 months,18.85,219.49,1 year,RENT,49400.0,Current,debt_consolidation,PA,23.32,0.0,2001-06-09 02:30:00,,10.0,12085.0,18.0,5353.82,1097.45,646.18,451.27,Good
7048990,18000,18000, 36 months,10.64,586.24,10+ years,MORTGAGE,114000.0,Current,home_improvement,NJ,13.69,0.0,2002-09-02 05:45:00,,9.0,3770.0,18.0,15832.08,2926.55,2167.92,758.63,Good
7049185,5000,5000, 36 months,17.56,179.67,7 years,RENT,52000.0,Current,other,TX,11.82,0.0,2007-03-10 07:43:00,,7.0,8875.0,8.0,4452.1,897.65,547.9,349.75,Good
7049581,8000,8000, 36 months,14.33,274.71,2 years,RENT,43500.0,Fully Paid,debt_consolidation,FL,19.01,0.0,2000-12-12 08:32:00,29.0,14.0,7040.0,26.0,0.0,8188.88,8000.0,188.88,Good
7049781,13650,13650, 60 months,17.56,343.37,2 years,RENT,52000.0,Current,debt_consolidation,CA,19.25,0.0,2007-05-10 04:36:00,,9.0,4814.0,13.0,12910.55,1716.85,739.45,977.4,Good
7049970,10500,10500, 36 months,14.3,360.4,6 years,MORTGAGE,40000.0,Current,debt_consolidation,GA,31.98,0.0,2007-04-17 05:32:00,,9.0,4981.0,10.0,9298.16,1802.0,1201.84,600.16,Good
7050152,15000,15000, 36 months,22.7,578.31,3 years,RENT,48122.0,Current,other,NY,6.27,0.0,2009-05-31 08:43:00,,4.0,2457.0,4.0,13470.42,2891.55,1529.58,1361.97,Good
7050322,24000,24000, 60 months,15.88,582.11,7 years,MORTGAGE,120000.0,Current,debt_consolidation,NY,21.13,0.0,1997-07-01 06:14:00,47.0,22.0,17804.0,31.0,22642.68,2909.05,1357.32,1551.73,Good
7050493,12000,12000, 60 months,14.33,281.28,8 years,MORTGAGE,50000.0,Current,debt_consolidation,CA,11.9,0.0,1988-09-16 10:48:00,,11.0,10748.0,21.0,11293.42,1406.4,706.58,699.82,Good
7050707,22400,22400, 60 months,16.78,554.06,4 years,RENT,80000.0,Current,credit_card,AL,21.77,0.0,1998-05-28 07:10:00,34.0,13.0,39776.0,41.0,21161.82,2770.0,1238.18,1531.82,Good
7050938,20125,20125, 60 months,15.22,481.1,10+ years,MORTGAGE,58000.0,Current,debt_consolidation,GA,24.56,0.0,1990-02-12 09:08:00,,23.0,41187.0,41.0,18968.51,2401.85,1156.49,1245.36,Good
7051174,12250,12250, 36 months,12.99,412.7,6 years,RENT,35000.0,Current,debt_consolidation,MA,28.15,0.0,2005-04-06 08:28:00,,5.0,20353.0,11.0,11112.6,1648.91,1137.4,511.51,Good
7051429,11200,11200, 60 months,17.56,281.74,10+ years,RENT,37000.0,Current,major_purchase,NY,30.68,0.0,1995-11-10 01:24:00,,5.0,19985.0,18.0,10593.27,1408.7,606.73,801.97,Good
7051670,25000,25000, 36 months,14.33,858.46,7 years,MORTGAGE,90000.0,Current,major_purchase,SC,12.17,2.0,2001-05-12 06:35:00,15.0,13.0,29069.0,21.0,22136.32,4286.95,2863.68,1423.27,Good
7051889,6000,6000, 36 months,12.35,200.3,1 year,MORTGAGE,40000.0,Current,debt_consolidation,FL,33.06,0.0,1998-09-26 09:48:00,61.0,9.0,21147.0,16.0,5294.26,999.5,705.74,293.76,Good
7052051,16000,16000, 60 months,15.1,381.48,7 years,MORTGAGE,66000.0,Current,home_improvement,IL,25.04,0.0,1994-11-16 01:23:00,43.0,12.0,9622.0,33.0,15265.7,1525.92,734.3,791.62,Good
7052202,24000,24000, 60 months,22.7,672.45,10+ years,MORTGAGE,61000.0,Current,home_improvement,WI,21.76,0.0,1991-06-05 02:22:00,41.0,11.0,19909.0,43.0,22866.06,3361.0,1133.94,2227.06,Good
7052424,12800,12800, 36 months,8.9,406.45,3 years,MORTGAGE,85000.0,Current,debt_consolidation,RI,1.75,0.0,2004-05-28 05:08:00,34.0,10.0,8948.0,31.0,11219.14,2032.25,1580.86,451.39,Good
7052614,35000,35000, 36 months,16.2,1233.96,10+ years,RENT,350000.0,Current,home_improvement,MI,7.3,0.0,1979-05-11 05:59:00,77.0,19.0,13274.0,35.0,31088.51,6169.8,3911.49,2258.31,Good
7052801,9600,9600, 36 months,9.71,308.46,10+ years,MORTGAGE,82000.0,Current,home_improvement,CA,9.28,0.0,1991-01-07 01:52:00,,5.0,7203.0,10.0,8428.53,1540.65,1171.47,369.18,Good
7052979,11325,11325, 60 months,15.22,270.74,10+ years,RENT,50000.0,Current,debt_consolidation,NJ,17.98,0.0,2001-01-14 05:04:00,56.0,12.0,6520.0,16.0,10675.65,1348.55,649.35,699.2,Good
7053266,8000,8000, 36 months,12.35,267.06,10+ years,MORTGAGE,60000.0,Current,debt_consolidation,AZ,22.08,0.0,2002-01-10 07:15:00,,8.0,12590.0,17.0,7058.39,1333.55,941.61,391.94,Good
7053449,15000,15000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,AZ,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7053688,10500,10500, 60 months,22.4,292.4,10+ years,RENT,81000.0,Current,other,NY,17.67,0.0,1997-06-21 03:22:00,36.0,7.0,8129.0,39.0,9999.67,1462.0,500.33,961.67,Good
7053865,4000,4000, 36 months,13.05,134.88,5 years,RENT,40000.0,Current,debt_consolidation,CA,11.04,0.0,2002-11-07 10:16:00,72.0,10.0,7926.0,20.0,3533.5,673.75,466.5,207.25,Good
7054022,12000,12000, 36 months,13.67,408.22,7 years,RENT,67800.0,Current,debt_consolidation,CA,2.11,0.0,1988-08-07 08:42:00,,6.0,4511.0,26.0,10611.2,2040.98,1388.8,652.18,Good
7054217,9900,9900, 36 months,13.68,336.83,10+ years,RENT,50000.0,Current,debt_consolidation,CA,33.79,1.0,2004-02-29 09:51:00,5.0,15.0,14008.0,24.0,8754.39,1684.05,1145.61,538.44,Good
7054455,10000,10000, 36 months,13.68,340.23,8 years,MORTGAGE,44000.0,Current,debt_consolidation,WA,13.64,0.0,2001-09-13 09:08:00,,22.0,7470.0,51.0,8843.17,1700.55,1156.83,543.72,Good
7054760,17500,17500, 36 months,20.31,653.14,< 1 year,RENT,112000.0,Current,other,NY,6.5,0.0,1996-05-30 05:14:00,43.0,10.0,11183.0,21.0,15265.59,3918.84,2234.41,1684.43,Good
7054994,27000,27000, 60 months,23.5,768.92,10+ years,MORTGAGE,140000.0,Current,credit_card,TX,28.94,0.0,2006-02-08 05:35:00,,11.0,20493.0,22.0,25751.37,3844.05,1248.63,2595.42,Good
7055176,25000,25000, 36 months,15.22,869.33,9 years,MORTGAGE,76600.0,Current,debt_consolidation,CA,15.18,0.0,1997-11-22 09:51:00,47.0,8.0,31625.0,21.0,22169.59,4343.95,2830.41,1513.54,Good
7055419,1500,1500, 36 months,24.5,59.25,2 years,MORTGAGE,29000.0,Current,home_improvement,OH,6.62,1.0,2000-10-07 05:17:00,0.0,9.0,1593.0,21.0,1319.64,354.7,180.36,174.34,Good
7055698,18500,18500, 60 months,15.22,442.26,3 years,OWN,70000.0,Current,debt_consolidation,WV,8.25,0.0,2001-05-08 12:49:00,,16.0,12626.0,21.0,17435.34,2211.1,1064.66,1146.44,Good
7055835,2425,2425,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,CA,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7056115,17000,17000, 36 months,11.55,561.0,4 years,MORTGAGE,75000.0,Current,debt_consolidation,TX,2.86,1.0,1992-05-24 07:17:00,21.0,7.0,6204.0,25.0,14560.02,3362.7,2439.98,922.72,Good
7056366,14000,14000, 36 months,13.68,476.32,10+ years,RENT,103244.44,Current,debt_consolidation,OK,19.68,0.0,1995-07-08 04:57:00,28.0,7.0,4091.0,52.0,12380.19,2381.15,1619.81,761.34,Good
7056597,8000,8000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,GA,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7056756,15000,15000, 60 months,13.68,346.55,2 years,RENT,42500.0,Current,debt_consolidation,CA,27.64,0.0,1997-11-25 10:48:00,59.0,13.0,15357.0,22.0,14105.35,1726.3,894.65,831.65,Good
7057074,18000,18000, 60 months,15.22,430.31,10+ years,MORTGAGE,115000.0,Current,home_improvement,VA,27.53,0.0,1986-09-25 03:16:00,36.0,14.0,29413.0,52.0,16748.97,2581.61,1251.03,1330.58,Good
7057261,11200,11200, 60 months,15.88,271.65,6 years,MORTGAGE,34000.0,Current,wedding,WI,8.68,0.0,1989-03-13 08:50:00,,8.0,7076.0,21.0,10434.74,1629.25,765.26,863.99,Good
7057478,10050,10050, 36 months,18.25,364.6,2 years,RENT,55000.0,Current,credit_card,FL,8.75,0.0,2009-12-23 11:51:00,,10.0,6150.0,12.0,8730.76,2186.6,1319.24,867.36,Good
7057633,5600,5600, 36 months,10.64,182.39,7 years,MORTGAGE,93288.0,Current,home_improvement,PA,22.55,0.0,1998-06-24 02:23:00,66.0,13.0,7819.0,33.0,4785.72,1094.34,814.28,280.06,Good
7057776,12000,12000, 60 months,20.8,323.3,2 years,OWN,100000.0,Current,debt_consolidation,NJ,7.09,0.0,1994-08-14 04:05:00,,5.0,8502.0,24.0,11278.11,1938.2,721.89,1216.31,Good
7057927,20000,20000, 36 months,16.78,710.87,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,MO,13.87,0.0,1997-08-28 05:25:00,37.0,9.0,14733.0,28.0,17782.84,3554.35,2217.16,1337.19,Good
7058132,30000,30000, 36 months,13.05,1011.55,9 years,MORTGAGE,125000.0,Current,debt_consolidation,NJ,12.99,0.0,2002-08-02 08:19:00,55.0,11.0,13769.0,35.0,25776.44,6066.9,4223.56,1843.34,Good
7058329,12500,12500, 60 months,22.7,350.23,2 years,OWN,65000.0,Current,debt_consolidation,NJ,9.99,0.0,2006-11-10 10:48:00,54.0,18.0,14093.0,20.0,11909.26,1751.0,590.74,1160.26,Good
7058531,8400,8400, 36 months,11.55,277.2,4 years,MORTGAGE,50000.0,Current,debt_consolidation,IL,17.3,0.0,2002-10-02 09:58:00,26.0,15.0,8183.0,27.0,7399.17,1386.0,1000.83,385.17,Good
7058702,9800,9800, 36 months,17.56,352.14,2 years,OWN,85000.0,Current,home_improvement,TX,10.04,0.0,1995-01-12 11:31:00,25.0,10.0,8063.0,19.0,8725.34,1760.7,1074.66,686.04,Good
7058883,10000,10000, 60 months,15.88,242.55,10+ years,RENT,70000.0,Current,debt_consolidation,NY,12.01,0.0,1996-06-05 02:51:00,,6.0,16612.0,13.0,9434.28,1212.45,565.72,646.73,Good
7059067,15000,15000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,MN,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7059306,19000,19000, 60 months,15.88,460.84,3 years,MORTGAGE,127200.0,Current,debt_consolidation,NY,2.32,0.0,1989-07-12 09:25:00,,7.0,11521.0,17.0,14925.12,5303.7,4074.88,1228.82,Good
7059672,7200,7200, 36 months,12.99,242.57,2 years,RENT,33000.0,Current,debt_consolidation,NY,20.47,0.0,2007-09-13 01:08:00,,7.0,5699.0,9.0,6360.01,1211.15,839.99,371.16,Good
7059793,11875,11875, 60 months,9.71,250.62,10+ years,MORTGAGE,52500.0,Current,debt_consolidation,NJ,20.95,0.0,1986-09-27 10:35:00,35.0,27.0,26977.0,47.0,11092.34,1248.95,782.66,466.29,Good
7060030,12000,12000, 36 months,9.71,385.58,7 years,MORTGAGE,75000.0,Current,debt_consolidation,MN,25.17,0.0,1974-08-04 09:29:00,,8.0,34244.0,27.0,10535.82,1925.6,1464.18,461.42,Good
7060242,10000,10000, 36 months,13.68,340.23,5 years,OWN,55000.0,Current,debt_consolidation,TX,13.33,0.0,1990-09-06 04:12:00,79.0,15.0,14231.0,22.0,8842.76,1701.15,1157.24,543.91,Good
7060490,15600,15600, 60 months,15.1,371.95,7 years,RENT,60000.0,Current,credit_card,CA,11.19,1.0,2002-10-17 08:24:00,19.0,11.0,10876.0,26.0,14699.37,1859.75,900.63,959.12,Good
7060738,11200,11200, 60 months,17.56,281.74,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,PA,29.47,0.0,2002-08-05 06:36:00,,8.0,22536.0,17.0,10596.45,1401.3,603.55,797.75,Good
7060961,6000,6000, 36 months,17.57,215.63,5 years,RENT,50000.0,Current,house,NC,22.23,4.0,2003-10-05 12:00:00,17.0,15.0,5968.0,30.0,5742.66,431.1,257.34,173.76,Good
7061250,22750,22750, 36 months,13.68,774.01,1 year,RENT,52000.0,Current,credit_card,NY,15.83,1.0,1997-12-29 10:32:00,16.0,10.0,25735.0,20.0,20117.38,3870.01,2632.62,1237.39,Good
7061491,4750,4750, 36 months,15.22,165.18,7 years,RENT,19394.0,Current,debt_consolidation,CA,12.13,0.0,2002-08-05 02:41:00,,5.0,7128.0,12.0,4212.21,825.35,537.79,287.56,Good
7061750,3800,3800, 36 months,12.35,126.86,4 years,MORTGAGE,34000.0,Current,car,FL,13.33,0.0,2006-10-13 08:06:00,,13.0,7681.0,17.0,3352.12,634.3,447.88,186.42,Good
7061992,8400,8400, 36 months,9.71,269.91,< 1 year,MORTGAGE,40000.0,Current,debt_consolidation,TN,9.15,0.0,2009-10-28 08:43:00,,6.0,3259.0,9.0,7375.2,1347.75,1024.8,322.95,Good
7062203,35000,35000, 60 months,21.7,960.71,6 years,MORTGAGE,105000.0,Current,debt_consolidation,NJ,7.76,0.0,2007-07-28 08:50:00,,12.0,30387.0,13.0,33300.68,4803.55,1699.32,3104.23,Good
7062441,21000,21000, 36 months,10.64,683.94,3 years,MORTGAGE,115000.0,Current,debt_consolidation,KY,17.24,0.0,1996-07-08 07:27:00,,12.0,42304.0,29.0,18470.96,3414.05,2529.04,885.01,Good
7062626,15000,15000, 60 months,24.89,439.31,10+ years,MORTGAGE,92000.0,Fully Paid,debt_consolidation,MD,12.35,0.0,1992-07-30 08:13:00,33.0,12.0,16318.0,23.0,0.0,16526.4,15000.0,1526.4,Good
7062807,7200,7200,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,CA,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7062951,4125,4125, 36 months,14.33,141.65,2 years,RENT,35000.0,Current,debt_consolidation,CA,24.45,0.0,2009-07-31 04:57:00,,14.0,5943.0,17.0,3652.18,707.8,472.82,234.98,Good
7063191,12000,12000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,OH,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7063467,8000,8000, 36 months,18.85,292.65,5 years,RENT,60000.0,Current,debt_consolidation,CA,27.04,1.0,2004-11-25 10:02:00,7.0,11.0,16129.0,24.0,7138.64,1462.9,861.36,601.54,Good
7063628,15000,15000, 36 months,14.3,514.86,6 years,MORTGAGE,59000.0,Fully Paid,debt_consolidation,CA,1.47,0.0,2002-08-13 09:06:00,,4.0,1854.0,12.0,0.0,15524.05,15000.0,524.05,Good
7063853,35000,35000, 36 months,15.88,1228.43,2 years,MORTGAGE,115000.0,Current,debt_consolidation,AZ,10.43,0.0,1998-11-27 03:11:00,39.0,5.0,35109.0,18.0,31074.26,6137.15,3925.74,2211.41,Good
7064018,15000,15000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,CO,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7064233,10800,10800, 36 months,9.71,347.02,< 1 year,RENT,68110.0,Current,credit_card,GA,11.17,0.0,2002-10-08 12:09:00,,5.0,13683.0,15.0,9482.15,1733.15,1317.85,415.3,Good
7064413,7600,7600, 36 months,9.25,242.57,5 years,MORTGAGE,47000.0,Current,debt_consolidation,TX,13.3,0.0,1983-01-21 02:12:00,,7.0,7822.0,29.0,6665.77,1212.85,934.23,278.62,Good
7064663,20000,20000, 36 months,12.35,667.64,10+ years,OWN,55000.0,Current,debt_consolidation,OK,20.09,0.0,2002-10-26 03:06:00,,8.0,10197.0,17.0,17163.2,3996.89,2836.8,1160.09,Good
7064985,12000,12000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,AZ,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7065170,16000,16000, 60 months,24.89,468.59,10+ years,RENT,56000.0,Current,debt_consolidation,NM,30.66,0.0,2001-03-06 09:18:00,,7.0,10652.0,15.0,15136.37,2810.09,863.63,1946.46,Good
7065490,7300,7300, 36 months,13.05,246.15,4 years,RENT,41000.0,Current,debt_consolidation,FL,12.7,0.0,2006-03-10 06:01:00,,8.0,14483.0,23.0,6448.2,1230.25,851.8,378.45,Good
7065795,33950,33950, 60 months,25.83,1013.07,< 1 year,MORTGAGE,85000.0,Current,small_business,GA,19.03,0.0,2000-10-15 02:36:00,25.0,8.0,15597.0,18.0,32479.89,5053.45,1470.11,3583.34,Good
7066079,7500,7500, 36 months,18.85,274.36,6 years,RENT,50000.0,Current,debt_consolidation,NY,15.46,0.0,2005-12-13 04:40:00,,7.0,6330.0,12.0,6692.28,1371.8,807.72,564.08,Good
7066324,17325,17325, 60 months,13.68,400.26,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,MI,20.45,0.0,1994-08-12 06:08:00,,21.0,24619.0,46.0,16290.46,1996.25,1034.54,961.71,Good
7066532,15250,15250, 36 months,13.05,514.21,8 years,MORTGAGE,57000.0,Current,credit_card,AL,30.25,0.0,1997-01-29 09:20:00,45.0,11.0,35532.0,35.0,13102.42,3084.86,2147.58,937.28,Good
7066777,18000,18000, 36 months,10.99,589.22,2 years,MORTGAGE,102500.0,Current,debt_consolidation,NY,7.99,0.0,1984-05-13 12:00:00,36.0,14.0,18862.0,28.0,16715.72,1766.94,1284.28,482.66,Good
7067099,24000,24000, 36 months,17.76,864.78,5 years,MORTGAGE,135000.0,Current,debt_consolidation,NC,11.4,0.0,1996-02-12 06:23:00,39.0,9.0,20204.0,15.0,21375.95,4323.25,2624.05,1699.2,Good
7067333,6000,6000, 36 months,12.35,200.3,9 years,OWN,60000.0,Fully Paid,debt_consolidation,OK,25.72,0.0,2002-05-04 11:57:00,,7.0,6477.0,28.0,0.0,6061.96,6000.0,61.96,Good
7067567,21075,21075, 36 months,8.9,669.2,10+ years,MORTGAGE,48000.0,Fully Paid,credit_card,KY,18.85,0.0,1996-06-04 02:24:00,35.0,8.0,13778.0,20.0,0.0,21384.38,21075.0,309.38,Good
7067731,24000,24000, 60 months,8.9,497.04,5 years,MORTGAGE,115000.0,Current,debt_consolidation,TN,12.98,0.0,2001-03-11 03:18:00,,11.0,23838.0,13.0,22385.36,2478.45,1614.64,863.81,Good
7067851,5000,5000, 36 months,14.33,171.7,9 years,MORTGAGE,40000.0,Current,debt_consolidation,PA,14.16,0.0,2005-11-14 04:36:00,,7.0,6040.0,13.0,4427.14,857.55,572.86,284.69,Good
7068003,15000,15000, 36 months,12.35,500.73,5 years,MORTGAGE,105000.0,Current,home_improvement,MI,12.74,0.0,2002-10-02 08:32:00,49.0,7.0,7647.0,12.0,13235.07,2499.6,1764.93,734.67,Good
7068174,24000,24000, 60 months,24.08,691.55,8 years,MORTGAGE,80511.87,Current,debt_consolidation,VA,13.02,1.0,1994-02-21 06:27:00,8.0,23.0,25048.0,41.0,22907.31,3457.6,1092.69,2364.91,Good
7068308,26300,26300, 36 months,14.33,903.1,10+ years,MORTGAGE,61000.0,Current,debt_consolidation,FL,20.13,1.0,1998-11-22 07:44:00,6.0,12.0,11667.0,28.0,23283.64,4515.5,3016.36,1499.14,Good
7068442,13200,13200, 60 months,21.15,358.22,10+ years,MORTGAGE,55000.0,Current,credit_card,KY,23.11,1.0,2001-08-08 10:19:00,9.0,6.0,3714.0,46.0,12550.06,1789.9,649.94,1139.96,Good
7068609,15000,15000, 36 months,19.52,553.8,4 years,OWN,86440.0,Current,debt_consolidation,CA,2.69,0.0,2004-08-22 12:11:00,,14.0,10312.0,29.0,13400.27,2768.15,1599.73,1168.42,Good
7068826,10000,10000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,RI,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7069008,13500,13500, 36 months,18.85,493.84,10+ years,MORTGAGE,180000.0,Current,debt_consolidation,CA,9.57,6.0,2002-02-04 04:37:00,19.0,15.0,8668.0,45.0,12046.15,2469.2,1453.85,1015.35,Good
7069179,1200,1200, 36 months,16.78,42.66,2 years,RENT,40000.0,Current,debt_consolidation,CA,5.87,0.0,1993-03-23 07:55:00,,4.0,2225.0,5.0,1067.15,212.95,132.85,80.1,Good
7069573,12000,12000, 36 months,9.71,385.58,7 years,MORTGAGE,135000.0,Current,credit_card,CA,8.77,2.0,1980-05-01 09:23:00,11.0,10.0,2527.0,28.0,10536.27,1925.0,1463.73,461.27,Good
7069762,7000,7000, 36 months,10.64,227.98,1 year,MORTGAGE,35000.0,Current,credit_card,MI,20.4,0.0,1998-06-26 11:27:00,38.0,8.0,6434.0,24.0,6156.67,1138.45,843.33,295.12,Good
7069894,12000,12000, 36 months,10.99,392.81,4 years,RENT,50000.0,Current,credit_card,NY,20.45,0.0,2006-08-28 08:43:00,,5.0,20315.0,9.0,10559.3,1964.05,1440.7,523.35,Good
7070062,7000,7000,Not Specify,14.277851742965142,398.51,Not Specify,Not Specify,61000.0,Not Specify,Not Specify,DC,17.146926711465774,0.0,,,10.0,12495.0,23.0,8745.425,3500.04,2237.87,947.0,Not Specify
7070247,15000,15000, 60 months,17.1,373.6,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,TX,20.23,1.0,1996-07-17 09:19:00,16.0,10.0,28385.0,33.0,14177.75,1867.75,822.25,1045.5,Good
7070466,8000,8000, 36 months,6.03,243.49,< 1 year,OWN,65000.0,Current,debt_consolidation,CA,3.14,0.0,2002-03-07 10:29:00,50.0,9.0,4984.0,21.0,3120.19,4994.06,4879.81,114.25,Good
7070680,33000,33000, 60 months,25.57,979.66,10+ years,MORTGAGE,106000.0,Current,credit_card,WI,18.67,0.0,2003-08-05 09:43:00,,6.0,12804.0,20.0,31558.25,4895.4,1441.75,3453.65,Good
7070978,20000,20000, 36 months,10.64,651.37,5 years,MORTGAGE,78000.0,Current,debt_consolidation,MO,19.86,0.0,1999-03-24 08:46:00,,15.0,16580.0,38.0,17590.49,3252.7,2409.51,843.19,Good
7071175,8000,8000, 36 months,10.64,260.55,7 years,RENT,75800.0,Current,debt_consolidation,VA,15.42,0.0,2008-05-05 10:54:00,,12.0,10083.0,16.0,7036.7,1300.4,963.3,337.1,Good
7071406,5000,5000, 36 months,10.64,162.85,Not Specify,MORTGAGE,19000.0,Current,debt_consolidation,PA,15.7,0.0,1998-06-27 02:03:00,49.0,7.0,4280.0,19.0,4397.85,812.85,602.15,210.7,Good
7071652,16000,16000, 36 months,11.55,528.0,10+ years,MORTGAGE,36000.0,Current,credit_card,CO,32.77,0.0,2000-12-15 08:06:00,,9.0,15616.0,17.0,13489.85,3237.52,2510.15,727.37,Good
7071857,12000,12000, 36 months,9.71,385.58,10+ years,RENT,97000.0,Current,debt_consolidation,NY,16.22,0.0,1993-04-25 05:45:00,48.0,23.0,17155.0,36.0,10535.97,1925.4,1464.03,461.37,Good
7071992,16225,16225, 60 months,12.99,369.09,8 years,MORTGAGE,61000.0,Current,debt_consolidation,CA,10.45,0.0,2000-11-14 08:02:00,,8.0,12832.0,16.0,15239.21,1840.5,985.79,854.71,Good
7072215,11625,11625, 36 months,16.2,409.85,< 1 year,RENT,34000.0,Current,credit_card,IL,9.21,0.0,1996-05-09 01:22:00,,8.0,8890.0,13.0,9312.41,3049.13,2312.59,736.54,Good
7072430,15000,15000, 36 months,10.64,488.53,9 years,MORTGAGE,46500.0,Fully Paid,debt_consolidation,IL,17.32,1.0,2001-07-12 07:22:00,12.0,13.0,17475.0,24.0,0.0,15512.98,15000.0,512.98,Good
7072632,7000,7000, 36 months,12.35,233.68,1 year,MORTGAGE,97000.0,Current,credit_card,LA,17.47,0.0,1997-07-04 07:40:00,67.0,15.0,13370.0,28.0,6175.0,1168.4,825.0,343.4,Good
7072815,21000,21000, 60 months,12.99,477.71,2 years,MORTGAGE,115084.0,Current,debt_consolidation,OK,12.62,0.0,1990-12-11 12:00:00,,9.0,26751.0,40.0,20244.56,1425.81,755.44,670.37,Good
7073038,9000,9000, 36 months,13.05,303.47,< 1 year,MORTGAGE,67000.0,Current,credit_card,CO,14.51,2.0,1979-07-09 07:06:00,8.0,18.0,16839.0,33.0,7949.42,1517.35,1050.58,466.77,Good
7073281,15000,15000, 36 months,16.78,533.15,Not Specify,MORTGAGE,45000.0,Current,credit_card,RI,27.12,1.0,1986-12-30 06:58:00,17.0,16.0,12446.0,50.0,13337.14,2665.75,1662.86,1002.89,Good
7073519,35000,35000, 36 months,18.85,1280.31,2 years,MORTGAGE,218000.0,Current,other,CA,0.59,0.0,1985-07-08 10:48:00,,3.0,3581.0,14.0,31232.87,6398.1,3767.13,2630.97,Good
7073728,20000,20000, 60 months,21.15,542.76,4 years,RENT,65000.0,Current,debt_consolidation,CA,25.31,0.0,1996-06-10 01:35:00,,10.0,16300.0,29.0,19014.9,2712.9,985.1,1727.8,Good
7073915,19000,19000, 36 months,9.71,610.5,5 years,RENT,70000.0,Current,credit_card,IL,16.85,0.0,2002-01-10 03:11:00,,10.0,26781.0,28.0,16681.46,3049.2,2318.54,730.66,Good
7074097,25000,25000, 60 months,25.8,745.56,10+ years,RENT,150000.0,Current,debt_consolidation,CA,12.5,0.0,1999-05-27 06:50:00,35.0,17.0,20573.0,44.0,23913.99,3727.8,1086.01,2641.79,Good
